chapter_number,verse_number,verse_id,verse_id_arabic,chapter_verses,chapter_title_english,chapter_title_arabic,chapter_title_persian,verse_subtitle_english,verse_text_persian,verse_text_english,verse_footnote_english
2,61,3:01,٦١:٢,286,The Heifer,البقرة,ماده گاو,Israel Rebels,"به ياد آوريد که گفتيد: ""ای موسی، ما ديگر تحمل يک نوع غذا را نداريم. از پروردگارت بخواه تا محصولات زمينی از قبيل لوبيا، خيار، سير، عدس و پياز برای ما بروياند."" گفت: ""آيا می خواهيد چيزهاى پايين تر را جايگزين چيزهاى خوب کنيد؟ به مصر برويد، که هرچه درخواست کرده ايد در آن می توانيد بيابيد."" آنان سزاوار لعنت، خوارى و خفت شده اند و خود را به خشم خدا گرفتار کردند. اين به خاطر آن است که آنان آيات خدا را رد كردند و پيامبران را به ناحق کشتند. اين به خاطر آن است که نافرمانی و تعدى کردند.","Recall that you said, ""O Moses, we can no longer tolerate one kind of food. Call upon your Lord to produce for us such earthly crops as beans, cucumbers, garlic, lentils, and onions."" He said, ""Do you wish to substitute that which is inferior for that which is good? Go down to Egypt, where you can find what you asked for."" They have incurred condemnation, humiliation, and disgrace, and brought upon themselves wrath from GOD. This is because they rejected GOD's revelations, and killed the prophets unjustly. This is because they disobeyed and transgressed.",
2,62,3:02,٦٢:٢,286,The Heifer,البقرة,ماده گاو,Unity of All Submitters,مسلماً، کسانی که ايمان دارند، يهودیان، مسيحيان و تازه به دين گرويدگان؛ هر کس که (۱) به خدا ايمان دارد و (۲) به روز آخر ايمان دارد و (۳) زندگی پرهيزكارانه ای را در پيش مى گيرد، پاداش خود را از جانب پروردگار خود دريافت خواهد کرد. ايشان نه از چيزی بترسند و نه اندوهگين خواهند شد.,"Surely, those who believe, those who are Jewish, the Christians, and the converts; anyone who (1) believes in GOD, and (2) believes in the Last Day, and (3) leads a righteous life, will receive their recompense from their Lord. They have nothing to fear, nor will they grieve.",
2,63,3:03,٦٣:٢,286,The Heifer,البقرة,ماده گاو,Covenant with Israel,"در حالى كه كوه سينا را بالاى سرتان نگاه داشتيم با شما عهد بستيم: ""بايد از آنچه كه به شما داده ايم، سخت حمايت كنيد و محتواى آن را به خاطر بسپاريد، باشد كه نجات يابيد.""","We made a covenant with you, as we raised Mount Sinai above you: ""You shall uphold what we have given you strongly, and remember its contents, that you may be saved.""",
2,64,3:04,٦٤:٢,286,The Heifer,البقرة,ماده گاو,,ولی شما پس از آن روى گردانديد و اگر به خاطر موهبت خدا و رحمت او بر شما نبود، فنا شده بوديد.,"But you turned away thereafter, and if it were not for GOD's grace towards you and His mercy, you would have been doomed.",
2,65,3:05,٦٥:٢,286,The Heifer,البقرة,ماده گاو,,"شما دربارهٔ كسانى كه در ميان شما حرمت سبت را نگاه نداشتند، آگاه شده ايد. به آنها گفتيم: ""به پستى بوزينگان درآييد.""","You have known about those among you who desecrated the Sabbath. We said to them, ""Be you as despicable as apes.""",
2,66,3:06,٦٦:٢,286,The Heifer,البقرة,ماده گاو,,ما آنها برای نسل خودشان و نسل های بعدى عبرتى قرار داديم و پندى روشنگر برای پرهيزكاران.,"We set them up as an example for their generation, as well as subsequent generations, and an enlightenment for the righteous.",
2,67,3:07,٦٧:٢,286,The Heifer,البقرة,ماده گاو,The Heifer*,"موسی به قوم خود گفت: ""خدا به شما فرمان می دهد که ماده گاوی را قربانی کنيد."" گفتند: ""آيا ما را به تمسخر می گيری؟"" گفت: ""خدا نكند که مانند نادانان رفتار کنم.""","Moses said to his people, ""GOD commands you to sacrifice a heifer."" They said, ""Are you mocking us?"" He said, ""GOD forbid, that I should behave like the ignorant ones.""","*2:67 Although this sura contains important laws and commandments, including the contact prayers, fasting, Hajj pilgrimage, and the laws of marriage, divorce, etc., the name given to the sura is ""The Heifer."" This reflects the crucial importance of submission to God and immediate, unwavering obedience to our Creator. Such submission proves our belief in God's omnipotence and absolute authority. See also the Bible's Book of Numbers, Chapter 19."
2,68,3:08,٦٨:٢,286,The Heifer,البقرة,ماده گاو,,"آنها گفتند: ""از پروردگارت بخواه تا به ما نشان دهد کدامين را."" گفت: ""او می گويد که آن ماده گاو نه چندان پير است و نه چندان جوان؛ ميانسال است. اکنون، به دستوری که داده شد، عمل کنيد.""","They said, ""Call upon your Lord to show us which one."" He said, ""He says that she is a heifer that is neither too old, nor too young; of an intermediate age. Now, carry out what you are commanded to do.""",
2,69,3:09,٦٩:٢,286,The Heifer,البقرة,ماده گاو,,"گفتند: ""پروردگارت را بخوان تا رنگش را به ما نشان دهد."" گفت: ""او می گويد که آن ماده گاوی است زرد رنگ، رنگى روشن که بينندگان را به نشاط می آورد.""","They said, ""Call upon your Lord to show us her color."" He said, ""He says that she is a yellow heifer, bright colored, pleases the beholders.""",
2,70,3:10,٧٠:٢,286,The Heifer,البقرة,ماده گاو,,"گفتند: ""پروردگارت را بخوان تا به ما نشان دهد كه آن كدام است. به نظر ما ماده گاوها همه شبيه به هم هستند و به خواست خدا ما هدايت خواهيم شد.""","They said, ""Call upon your Lord to show us which one. The heifers look alike to us and, GOD willing, we will be guided.""",
2,71,3:11,٧١:٢,286,The Heifer,البقرة,ماده گاو,,"گفت: ""او می گويد که آن ماده گاوی است که هرگز به شخم زدن زمين يا به آبياری کشتزارها خوار نشده است؛ سالم و بدون لک و پيس."" گفتند: ""اکنون حقيقت را آورده ای."" سرانجام، با اكراه و بی ميلی فراوان آن را قربانی كردند.","He said, ""He says that she is a heifer that was never humiliated in plowing the land or watering the crops; free from any blemish."" They said, ""Now you have brought the truth."" They finally sacrificed her, after this lengthy reluctance.",
2,72,3:12,٧٢:٢,286,The Heifer,البقرة,ماده گاو,Purpose of the Heifer,شما شخصى را كشته بوديد، سپس در ميان خود اختلاف كرديد. خدا مى خواست آنچه را كه سعى كرديد پنهان كنيد، آشكار نمايد.,"You had killed a soul, then disputed among yourselves. GOD was to expose what you tried to conceal.",
2,73,3:13,٧٣:٢,286,The Heifer,البقرة,ماده گاو,,"گفتيم: ""با قسمتى از آن (ماده گاو) به آن (مقتول) بزنيد."" در اين هنگام بود که خدا مقتول را دوباره زنده کرد و نشانه های خود را به شما نماياند، باشد که بفهميد.","We said, ""Strike (the victim) with part (of the heifer)."" That is when GOD brought the victim back to life, and showed you His signs, that you may understand.",
2,74,3:14,٧٤:٢,286,The Heifer,البقرة,ماده گاو,,با اين حال، دل های شما همچون سنگ سخت شد، يا حتی سخت تر. زيرا سنگ هايی هستند که از آن رودخانه ها جاری می شوند. برخی ديگر از سنگ ها می شکافند و نهرها به ملايمت از آن روان می شوند و پاره ای ديگر از سنگ ها از هيبت و حرمت خدا خرد می شوند. خدا هرگز از آنچه می کنيد، غافل نيست.,"Despite this, your hearts hardened like rocks, or even harder. For there are rocks from which rivers gush out. Others crack and release gentle streams, and other rocks cringe out of reverence for GOD. GOD is never unaware of anything you do.",
2,75,3:15,٧٥:٢,286,The Heifer,البقرة,ماده گاو,Distorting the Word of God,آيا انتظار داريد كه آنها هم مانند شما ايمان بياورند، در حالی كه بعضی از آنها كلام خدا را مى شنيدند و سپس پس از آنكه خوب مى فهميدند، عمداً آن را تحريف مى كردند؟,"Do you expect them to believe as you do, when some of them used to hear the word of GOD, then distort it, with full understanding thereof, and deliberately?",
2,76,3:16,٧٦:٢,286,The Heifer,البقرة,ماده گاو,Concealing the Word of God,"و هنگامی كه مؤمنان را ملاقات می‌كنند، مى گويند: ""ما ايمان داريم."" ولی هنگامی كه گردهم مى آيند، مى گويند: ""از اطلاعاتی كه خدا به شما داده است، (مؤمنان را) آگاه نكنيد، مبادا آنها را در استدلالشان دربارهٔ پروردگارتان ياری كرده باشيد. آيا نمى فهميد؟""","And when they meet the believers, they say, ""We believe,"" but when they get together with each other, they say, ""Do not inform (the believers) of the information given to you by GOD, lest you provide them with support for their argument concerning your Lord. Do you not understand?""",
